Date,rf
2021-05-11, 0.29
2021-05-10, 0.29
2021-05-07, 0.28
2021-05-06, 0.30
2021-05-05, 0.29
2021-05-04, 0.30
2021-05-03, 0.29
2021-04-30, 0.29
2021-04-29, 0.30
2021-04-28, 0.30
2021-04-27, 0.31
2021-04-26, 0.31
2021-04-23, 0.31
2021-04-22, 0.30
2021-04-21, 0.30
2021-04-20, 0.29
2021-04-19, 0.30
2021-04-16, 0.29
2021-04-15, 0.27
2021-04-14, 0.28
2021-04-13, 0.27
2021-04-12, 0.28
2021-04-09, 0.27
2021-04-08, 0.25
2021-04-07, 0.26
2021-04-06, 0.26
2021-04-05, 0.27
2021-04-02, Bank holiday
2021-04-01, 0.23
2021-03-31, 0.23
2021-03-30, 0.23
2021-03-29, 0.23
2021-03-26, 0.23
2021-03-25, 0.23
2021-03-24, 0.24
2021-03-23, 0.26
2021-03-22, 0.27
2021-03-19, 0.27
2021-03-18, 0.28
2021-03-17, 0.28
2021-03-16, 0.31
2021-03-15, 0.31
2021-03-12, 0.32
2021-03-11, 0.26
2021-03-10, 0.25
2021-03-09, 0.28
2021-03-08, 0.29
2021-03-05, 0.30
2021-03-04, 0.29
2021-03-03, 0.27
2021-03-02, 0.25
2021-03-01, 0.25
2021-02-26, 0.30
2021-02-25, 0.32
2021-02-24, 0.23
2021-02-23, 0.22
2021-02-22, 0.22
2021-02-19, 0.22
2021-02-18, 0.21
2021-02-17, 0.20
2021-02-16, 0.20
2021-02-15, Bank holiday
2021-02-12, 0.17
2021-02-11, 0.17
2021-02-10, 0.17
2021-02-09, 0.17
2021-02-08, 0.18
2021-02-05, 0.17
2021-02-04, 0.17
2021-02-03, 0.17
2021-02-02, 0.15
2021-02-01, 0.14
2021-01-29, 0.14
2021-01-28, 0.15
2021-01-27, 0.15
2021-01-26, 0.16
2021-01-25, 0.17
2021-01-22, 0.17
2021-01-21, 0.17
2021-01-20, 0.16
2021-01-19, 0.14
2021-01-18, 0.14
2021-01-15, 0.15
2021-01-14, 0.16
2021-01-13, 0.16
2021-01-12, 0.17
2021-01-11, 0.18
2021-01-08, 0.18
2021-01-07, 0.18
2021-01-06, 0.18
2021-01-05, 0.19
2021-01-04, 0.19
2021-01-01, Bank holiday
2020-12-31, 0.20
2020-12-30, 0.20
2020-12-29, 0.21
2020-12-28, Bank holiday
2020-12-25, Bank holiday
2020-12-24, 0.21
2020-12-23, 0.22
2020-12-22, 0.22
2020-12-21, 0.23
2020-12-18, 0.24
2020-12-17, 0.24
2020-12-16, 0.24
2020-12-15, 0.25
2020-12-14, 0.25
2020-12-11, 0.25
2020-12-10, 0.26
2020-12-09, 0.27
2020-12-08, 0.27
2020-12-07, 0.27
2020-12-04, 0.27
2020-12-03, 0.26
2020-12-02, 0.26
2020-12-01, 0.25
2020-11-30, 0.24
2020-11-27, 0.24
2020-11-26, 0.25
2020-11-25, 0.26
2020-11-24, 0.26
2020-11-23, 0.26
2020-11-20, 0.25
2020-11-19, 0.26
2020-11-18, 0.26
2020-11-17, 0.25
2020-11-16, 0.26
2020-11-13, 0.26
2020-11-12, 0.25
2020-11-11, Bank holiday
2020-11-10, 0.26
2020-11-09, 0.27
2020-11-06, 0.24
2020-11-05, 0.23
2020-11-04, 0.24
2020-11-03, 0.25
2020-11-02, 0.24
2020-10-30, 0.24
2020-10-29, 0.23
2020-10-28, 0.21
2020-10-27, 0.21
2020-10-26, 0.21
2020-10-23, 0.21
2020-10-22, 0.21
2020-10-21, 0.20
2020-10-20, 0.20
2020-10-19, 0.19
2020-10-16, 0.19
2020-10-15, 0.19
2020-10-14, 0.20
2020-10-13, 0.20
2020-10-12, Bank holiday
2020-10-09, 0.21
2020-10-08, 0.22
2020-10-07, 0.23
2020-10-06, 0.22
2020-10-05, 0.22
2020-10-02, 0.22
2020-10-01, 0.22
2020-09-30, 0.23
2020-09-29, 0.22
2020-09-28, 0.23
2020-09-25, 0.23
2020-09-24, 0.23
2020-09-23, 0.23
2020-09-22, 0.23
2020-09-21, 0.23
2020-09-18, 0.24
2020-09-17, 0.24
2020-09-16, 0.24
2020-09-15, 0.24
2020-09-14, 0.24
2020-09-11, 0.24
2020-09-10, 0.24
2020-09-09, 0.25
2020-09-08, 0.24
2020-09-07, Bank holiday
2020-09-04, 0.25
2020-09-03, 0.24
2020-09-02, 0.24
2020-09-01, 0.24
2020-08-31, 0.25
2020-08-28, 0.25
2020-08-27, 0.26
2020-08-26, 0.26
2020-08-25, 0.26
2020-08-24, 0.25
2020-08-21, 0.25
2020-08-20, 0.25
2020-08-19, 0.26
2020-08-18, 0.25
2020-08-17, 0.26
2020-08-14, 0.27
2020-08-13, 0.28
2020-08-12, 0.26
2020-08-11, 0.25
2020-08-10, 0.23
2020-08-07, 0.23
2020-08-06, 0.23
2020-08-05, 0.23
2020-08-04, 0.22
2020-08-03, Bank holiday
2020-07-31, 0.22
2020-07-30, 0.23
2020-07-29, 0.23
2020-07-28, 0.23
2020-07-27, 0.24
2020-07-24, 0.24
2020-07-23, 0.24
2020-07-22, 0.23
2020-07-21, 0.23
2020-07-20, 0.23
2020-07-17, 0.24
2020-07-16, 0.23
2020-07-15, 0.24
2020-07-14, 0.24
2020-07-13, 0.25
2020-07-10, 0.25
2020-07-09, 0.24
2020-07-08, 0.25
2020-07-07, 0.24
2020-07-06, 0.25
2020-07-03, 0.26
2020-07-02, 0.26
2020-07-01, Bank holiday
2020-06-30, 0.25
2020-06-29, 0.25
2020-06-26, 0.25
2020-06-25, 0.26
2020-06-24, 0.26
2020-06-23, 0.27
2020-06-22, 0.26
2020-06-19, 0.26
2020-06-18, 0.26
2020-06-17, 0.26
2020-06-16, 0.26
2020-06-15, 0.25
2020-06-12, 0.25
2020-06-11, 0.25
2020-06-10, 0.25
2020-06-09, 0.28
2020-06-08, 0.30
2020-06-05, 0.32
2020-06-04, 0.30
2020-06-03, 0.29
2020-06-02, 0.26
2020-06-01, 0.26
2020-05-29, 0.26
2020-05-28, 0.28
2020-05-27, 0.28
2020-05-26, 0.28
2020-05-25, 0.26
2020-05-22, 0.27
2020-05-21, 0.28
2020-05-20, 0.28
2020-05-19, 0.28
2020-05-18, Bank holiday
2020-05-15, 0.26
2020-05-14, 0.25
2020-05-13, 0.26
2020-05-12, 0.26
2020-05-11, 0.26
2020-05-08, 0.26
2020-05-07, 0.26
2020-05-06, 0.30
2020-05-05, 0.29
2020-05-04, 0.29
2020-05-01, 0.29
2020-04-30, 0.29
2020-04-29, 0.30
2020-04-28, 0.31
2020-04-27, 0.33
2020-04-24, 0.32
2020-04-23, 0.33
2020-04-22, 0.34
2020-04-21, 0.33
2020-04-20, 0.35
2020-04-17, 0.36
2020-04-16, 0.34
2020-04-15, 0.34
2020-04-14, 0.38
2020-04-13, 0.40
2020-04-10, Bank holiday
2020-04-09, 0.41
2020-04-08, 0.45
2020-04-07, 0.48
2020-04-06, 0.47
2020-04-03, 0.44
2020-04-02, 0.45
2020-04-01, 0.44
2020-03-31, 0.46
2020-03-30, 0.47
2020-03-27, 0.47
2020-03-26, 0.64
2020-03-25, 0.66
2020-03-24, 0.64
2020-03-23, 0.56
2020-03-20, 0.61
2020-03-19, 0.68
2020-03-18, 0.73
2020-03-17, 0.66
2020-03-16, 0.50
2020-03-13, 0.53
2020-03-12, 0.51
2020-03-11, 0.53
2020-03-10, 0.58
2020-03-09, 0.55
2020-03-06, 0.72
2020-03-05, 0.81
2020-03-04, 0.95
2020-03-03, 0.99
2020-03-02, 1.19
2020-02-28, 1.19
2020-02-27, 1.30
2020-02-26, 1.37
2020-02-25, 1.37
2020-02-24, 1.39
2020-02-21, 1.45
2020-02-20, 1.48
2020-02-19, 1.52
2020-02-18, 1.50
2020-02-17, Bank holiday
2020-02-14, 1.52
2020-02-13, 1.55
2020-02-12, 1.54
2020-02-11, 1.51
2020-02-10, 1.48
2020-02-07, 1.51
2020-02-06, 1.53
2020-02-05, 1.54
2020-02-04, 1.51
2020-02-03, 1.46
2020-01-31, 1.47
2020-01-30, 1.51
2020-01-29, 1.51
2020-01-28, 1.52
2020-01-27, 1.48
2020-01-24, 1.53
2020-01-23, 1.55
2020-01-22, 1.57
2020-01-21, 1.65
2020-01-20, 1.67
2020-01-17, 1.67
2020-01-16, 1.67
2020-01-15, 1.66
2020-01-14, 1.69
2020-01-13, 1.69
2020-01-10, 1.69
2020-01-09, 1.67
2020-01-08, 1.68
2020-01-07, 1.66
2020-01-06, 1.65
2020-01-03, 1.63
2020-01-02, 1.68
2020-01-01, Bank holiday
2019-12-31, 1.71
2019-12-30, 1.69
2019-12-27, 1.68
2019-12-26, Bank holiday
2019-12-25, Bank holiday
2019-12-24, 1.69
2019-12-23, 1.69
2019-12-20, 1.67
2019-12-19, 1.71
2019-12-18, 1.74
2019-12-17, 1.72
2019-12-16, 1.71
2019-12-13, 1.67
2019-12-12, 1.71
2019-12-11, 1.67
2019-12-10, 1.68
2019-12-09, 1.68
2019-12-06, 1.67
2019-12-05, 1.69
2019-12-04, 1.66
2019-12-03, 1.58
2019-12-02, 1.63
2019-11-29, 1.61
2019-11-28, 1.61
2019-11-27, 1.62
2019-11-26, 1.59
2019-11-25, 1.61
2019-11-22, 1.61
2019-11-21, 1.59
2019-11-20, 1.54
2019-11-19, 1.55
2019-11-18, 1.57
2019-11-15, 1.57
2019-11-14, 1.56
2019-11-13, 1.59
2019-11-12, 1.62
2019-11-11, Bank holiday
2019-11-08, 1.60
2019-11-07, 1.65
2019-11-06, 1.61
2019-11-05, 1.66
2019-11-04, 1.62
2019-11-01, 1.58
2019-10-31, 1.55
2019-10-30, 1.59
2019-10-29, 1.72
2019-10-28, 1.73
2019-10-25, 1.68
2019-10-24, 1.66
2019-10-23, 1.65
2019-10-22, 1.65
2019-10-21, 1.68
2019-10-18, 1.66
2019-10-17, 1.68
2019-10-16, 1.67
2019-10-15, 1.69
2019-10-14, Bank holiday
2019-10-11, 1.65
2019-10-10, 1.55
2019-10-09, 1.49
2019-10-08, 1.46
2019-10-07, 1.46
2019-10-04, 1.42
2019-10-03, 1.43
2019-10-02, 1.50
2019-10-01, 1.54
2019-09-30, 1.59
2019-09-27, 1.58
2019-09-26, 1.58
2019-09-25, 1.59
2019-09-24, 1.53
2019-09-23, 1.57
2019-09-20, 1.59
2019-09-19, 1.61
2019-09-18, 1.61
2019-09-17, 1.62
2019-09-16, 1.63
2019-09-13, 1.64
2019-09-12, 1.61
2019-09-11, 1.59
2019-09-10, 1.61
2019-09-09, 1.56
2019-09-06, 1.50
2019-09-05, 1.47
2019-09-04, 1.35
2019-09-03, 1.34
2019-09-02, Bank holiday
2019-08-30, 1.41
2019-08-29, 1.40
2019-08-28, 1.39
2019-08-27, 1.39
2019-08-26, 1.45
2019-08-23, 1.43
2019-08-22, 1.51
2019-08-21, 1.46
2019-08-20, 1.40
2019-08-19, 1.42
2019-08-16, 1.39
2019-08-15, 1.36
2019-08-14, 1.42
2019-08-13, 1.44
2019-08-12, 1.39
2019-08-09, 1.44
2019-08-08, 1.42
2019-08-07, 1.40
2019-08-06, 1.41
2019-08-05, Bank holiday
2019-08-02, 1.51
2019-08-01, 1.53
2019-07-31, 1.61
2019-07-30, 1.58
2019-07-29, 1.55
2019-07-26, 1.54
2019-07-25, 1.51
2019-07-24, 1.50
2019-07-23, 1.52
2019-07-22, 1.51
2019-07-19, 1.53
2019-07-18, 1.53
2019-07-17, 1.56
2019-07-16, 1.59
2019-07-15, 1.59
2019-07-12, 1.60
2019-07-11, 1.62
2019-07-10, 1.60
2019-07-09, 1.65
2019-07-08, 1.69
2019-07-05, 1.65
2019-07-04, 1.57
2019-07-03, 1.54
2019-07-02, 1.53
2019-07-01, Bank holiday
2019-06-28, 1.52
2019-06-27, 1.49
2019-06-26, 1.51
2019-06-25, 1.45
2019-06-24, 1.45
2019-06-21, 1.48
2019-06-20, 1.45
2019-06-19, 1.45
2019-06-18, 1.45
2019-06-17, 1.44
2019-06-14, 1.44
2019-06-13, 1.44
2019-06-12, 1.49
2019-06-11, 1.52
2019-06-10, 1.50
2019-06-07, 1.45
2019-06-06, 1.43
2019-06-05, 1.38
2019-06-04, 1.42
2019-06-03, 1.40
2019-05-31, 1.48
2019-05-30, 1.56
2019-05-29, 1.57
2019-05-28, 1.57
2019-05-27, 1.58
2019-05-24, 1.59
2019-05-23, 1.62
2019-05-22, 1.69
2019-05-21, 1.70
2019-05-20, Bank holiday
2019-05-17, 1.64
2019-05-16, 1.62
2019-05-15, 1.61
2019-05-14, 1.64
2019-05-13, 1.62
2019-05-10, 1.66
2019-05-09, 1.61
2019-05-08, 1.62
2019-05-07, 1.61
2019-05-06, 1.65
2019-05-03, 1.67
2019-05-02, 1.65
2019-05-01, 1.61
2019-04-30, 1.60
2019-04-29, 1.60
2019-04-26, 1.59
2019-04-25, 1.59
2019-04-24, 1.55
2019-04-23, 1.61
2019-04-22, 1.66
2019-04-19, Bank holiday
2019-04-18, 1.66
2019-04-17, 1.69
2019-04-16, 1.66
2019-04-15, 1.64
2019-04-12, 1.67
2019-04-11, 1.63
2019-04-10, 1.60
2019-04-09, 1.62
2019-04-08, 1.63
2019-04-05, 1.61
2019-04-04, 1.59
2019-04-03, 1.60
2019-04-02, 1.57
2019-04-01, 1.61
2019-03-29, 1.56
2019-03-28, 1.49
2019-03-27, 1.47
2019-03-26, 1.51
2019-03-25, 1.49
2019-03-22, 1.54
2019-03-21, 1.61
2019-03-20, 1.61
2019-03-19, 1.65
2019-03-18, 1.63
2019-03-15, 1.62
2019-03-14, 1.66
2019-03-13, 1.67
2019-03-12, 1.65
2019-03-11, 1.66
2019-03-08, 1.65
2019-03-07, 1.62
2019-03-06, 1.68
2019-03-05, 1.74
2019-03-04, 1.75
2019-03-01, 1.77
2019-02-28, 1.78
2019-02-27, 1.78
2019-02-26, 1.76
2019-02-25, 1.78
2019-02-22, 1.78
2019-02-21, 1.79
2019-02-20, 1.77
2019-02-19, 1.77
2019-02-18, Bank holiday
2019-02-15, 1.77
2019-02-14, 1.76
2019-02-13, 1.81
2019-02-12, 1.79
2019-02-11, 1.79
2019-02-08, 1.77
2019-02-07, 1.76
2019-02-06, 1.80
2019-02-05, 1.82
2019-02-04, 1.83
2019-02-01, 1.83
2019-01-31, 1.76
2019-01-30, 1.81
2019-01-29, 1.84
2019-01-28, 1.86
2019-01-25, 1.86
2019-01-24, 1.85
2019-01-23, 1.88
2019-01-22, 1.88
2019-01-21, 1.92
2019-01-18, 1.93
2019-01-17, 1.89
2019-01-16, 1.90
2019-01-15, 1.88
2019-01-14, 1.87
2019-01-11, 1.87
2019-01-10, 1.90
2019-01-09, 1.89
2019-01-08, 1.88
2019-01-07, 1.87
2019-01-04, 1.83
2019-01-03, 1.76
2019-01-02, 1.85
2019-01-01, Bank holiday
2018-12-31, 1.85
2018-12-28, 1.85
2018-12-27, 1.89
2018-12-26, Bank holiday
2018-12-25, Bank holiday
2018-12-24, 1.90
2018-12-21, 1.93
2018-12-20, 1.90
2018-12-19, 1.88
2018-12-18, 1.91
2018-12-17, 1.95
2018-12-14, 2.00
2018-12-13, 2.04
2018-12-12, 2.04
2018-12-11, 2.01
2018-12-10, 1.98
2018-12-07, 1.98
2018-12-06, 1.97
2018-12-05, 2.03
2018-12-04, 2.10
2018-12-03, 2.13
2018-11-30, 2.14
2018-11-29, 2.16
2018-11-28, 2.19
2018-11-27, 2.20
2018-11-26, 2.22
2018-11-23, 2.21
2018-11-22, 2.21
2018-11-21, 2.20
2018-11-20, 2.19
2018-11-19, 2.19
2018-11-16, 2.20
2018-11-15, 2.21
2018-11-14, 2.24
2018-11-13, 2.28
2018-11-12, Bank holiday
2018-11-09, 2.31
2018-11-08, 2.33
2018-11-07, 2.32
2018-11-06, 2.33
2018-11-05, 2.32
2018-11-02, 2.32
2018-11-01, 2.28
2018-10-31, 2.29
2018-10-30, 2.26
2018-10-29, 2.21
2018-10-26, 2.22
2018-10-25, 2.27
2018-10-24, 2.26
2018-10-23, 2.23
2018-10-22, 2.25
2018-10-19, 2.25
2018-10-18, 2.27
2018-10-17, 2.26
2018-10-16, 2.26
2018-10-15, 2.25
2018-10-12, 2.22
2018-10-11, 2.23
2018-10-10, 2.27
2018-10-09, 2.29
2018-10-08, Bank holiday
2018-10-05, 2.30
2018-10-04, 2.29
2018-10-03, 2.28
2018-10-02, 2.25
2018-10-01, 2.27
2018-09-28, 2.19
2018-09-27, 2.18
2018-09-26, 2.18
2018-09-25, 2.19
2018-09-24, 2.18
2018-09-21, 2.17
2018-09-20, 2.17
2018-09-19, 2.16
2018-09-18, 2.14
2018-09-17, 2.12
2018-09-14, 2.12
2018-09-13, 2.12
2018-09-12, 2.13
2018-09-11, 2.11
2018-09-10, 2.09
2018-09-07, 2.09
2018-09-06, 2.05
2018-09-05, 2.03
2018-09-04, 2.04
2018-09-03, Bank holiday
2018-08-31, 2.04
2018-08-30, 2.08
2018-08-29, 2.11
2018-08-28, 2.11
2018-08-27, 2.11
2018-08-24, 2.10
2018-08-23, 2.09
2018-08-22, 2.08
2018-08-21, 2.08
2018-08-20, 2.08
2018-08-17, 2.08
2018-08-16, 2.05
2018-08-15, 2.06
2018-08-14, 2.09
2018-08-13, 2.08
2018-08-10, 2.08
2018-08-09, 2.09
2018-08-08, 2.10
2018-08-07, 2.10
2018-08-06, Bank holiday
2018-08-03, 2.07
2018-08-02, 2.06
2018-08-01, 2.05
2018-07-31, 2.03
2018-07-30, 2.02
2018-07-27, 2.03
2018-07-26, 2.02
2018-07-25, 2.02
2018-07-24, 1.97
2018-07-23, 1.97
2018-07-20, 1.94
2018-07-19, 1.90
2018-07-18, 1.92
2018-07-17, 1.91
2018-07-16, 1.92
2018-07-13, 1.91
2018-07-12, 1.93
2018-07-11, 1.94
2018-07-10, 1.93
2018-07-09, 1.93
2018-07-06, 1.90
2018-07-05, 1.90
2018-07-04, 1.90
2018-07-03, 1.89
2018-07-02, Bank holiday
2018-06-29, 1.90
2018-06-28, 1.84
2018-06-27, 1.77
2018-06-26, 1.80
2018-06-25, 1.77
2018-06-22, 1.79
2018-06-21, 1.82
2018-06-20, 1.84
2018-06-19, 1.83
2018-06-18, 1.86
2018-06-15, 1.88
2018-06-14, 1.92
2018-06-13, 1.93
2018-06-12, 1.89
2018-06-11, 1.90
2018-06-08, 1.91
2018-06-07, 1.90
2018-06-06, 1.93
2018-06-05, 1.90
2018-06-04, 1.92
2018-06-01, 1.88
2018-05-31, 1.87
2018-05-30, 1.88
2018-05-29, 1.80
2018-05-28, 1.89
2018-05-25, 1.92
2018-05-24, 1.95
2018-05-23, 1.98
2018-05-22, 2.00
2018-05-21, Bank holiday
2018-05-18, 1.99
2018-05-17, 2.02
2018-05-16, 2.01
2018-05-15, 1.99
2018-05-14, 1.95
2018-05-11, 1.93
2018-05-10, 1.93
2018-05-09, 1.91
2018-05-08, 1.90
2018-05-07, 1.88
2018-05-04, 1.87
2018-05-03, 1.87
2018-05-02, 1.90
2018-05-01, 1.88
2018-04-30, 1.84
2018-04-27, 1.85
2018-04-26, 1.86
2018-04-25, 1.88
2018-04-24, 1.87
2018-04-23, 1.87
2018-04-20, 1.88
2018-04-19, 1.90
2018-04-18, 1.88
2018-04-17, 1.87
2018-04-16, 1.87
2018-04-13, 1.86
2018-04-12, 1.88
2018-04-11, 1.84
2018-04-10, 1.81
2018-04-09, 1.78
2018-04-06, 1.78
2018-04-05, 1.80
2018-04-04, 1.81
2018-04-03, 1.79
2018-04-02, 1.76
2018-03-30, Bank holiday
2018-03-29, 1.76
2018-03-28, 1.79
2018-03-27, 1.81
2018-03-26, 1.87
2018-03-23, 1.84
2018-03-22, 1.81
2018-03-21, 1.85
2018-03-20, 1.80
2018-03-19, 1.77
2018-03-16, 1.75
2018-03-15, 1.74
2018-03-14, 1.76
2018-03-13, 1.77
2018-03-12, 1.81
2018-03-09, 1.81
2018-03-08, 1.77
2018-03-07, 1.75
2018-03-06, 1.75
2018-03-05, 1.73
2018-03-02, 1.75
2018-03-01, 1.71
2018-02-28, 1.74
2018-02-27, 1.75
2018-02-26, 1.74
2018-02-23, 1.73
2018-02-22, 1.75
2018-02-21, 1.79
2018-02-20, 1.78
2018-02-19, Bank holiday
2018-02-16, 1.78
2018-02-15, 1.80
2018-02-14, 1.78
2018-02-13, 1.74
2018-02-12, 1.74
2018-02-09, 1.74
2018-02-08, 1.79
2018-02-07, 1.81
2018-02-06, 1.79
2018-02-05, 1.77
2018-02-02, 1.81
2018-02-01, 1.81
2018-01-31, 1.79
2018-01-30, 1.78
2018-01-29, 1.77
2018-01-26, 1.77
2018-01-25, 1.76
2018-01-24, 1.77
2018-01-23, 1.75
2018-01-22, 1.76
2018-01-19, 1.76
2018-01-18, 1.76
2018-01-17, 1.73
2018-01-16, 1.73
2018-01-15, 1.72
2018-01-12, 1.71
2018-01-11, 1.71
2018-01-10, 1.71
2018-01-09, 1.77
2018-01-08, 1.76
2018-01-05, 1.75
2018-01-04, 1.68
2018-01-03, 1.66
2018-01-02, 1.68
2018-01-01, Bank holiday
2017-12-29, 1.66
2017-12-28, 1.67
2017-12-27, 1.64
2017-12-26, Bank holiday
2017-12-25, Bank holiday
2017-12-22, 1.64
2017-12-21, 1.66
2017-12-20, 1.61
2017-12-19, 1.58
2017-12-18, 1.55
2017-12-15, 1.53
2017-12-14, 1.55
2017-12-13, 1.48
2017-12-12, 1.50
2017-12-11, 1.49
2017-12-08, 1.48
2017-12-07, 1.47
2017-12-06, 1.47
2017-12-05, 1.52
2017-12-04, 1.53
2017-12-01, 1.50
2017-11-30, 1.41
2017-11-29, 1.41
2017-11-28, 1.40
2017-11-27, 1.41
2017-11-24, 1.42
2017-11-23, 1.42
2017-11-22, 1.43
2017-11-21, 1.44
2017-11-20, 1.46
2017-11-17, 1.44
2017-11-16, 1.46
2017-11-15, 1.43
2017-11-14, 1.44
2017-11-13, Bank holiday
2017-11-10, 1.44
2017-11-09, 1.43
2017-11-08, 1.40
2017-11-07, 1.38
2017-11-06, 1.41
2017-11-03, 1.43
2017-11-02, 1.40
2017-11-01, 1.39
2017-10-31, 1.37
2017-10-30, 1.38
2017-10-27, 1.40
2017-10-26, 1.43
2017-10-25, 1.44
2017-10-24, 1.46
2017-10-23, 1.45
2017-10-20, 1.45
2017-10-19, 1.46
2017-10-18, 1.48
2017-10-17, 1.48
2017-10-16, 1.50
2017-10-13, 1.51
2017-10-12, 1.54
2017-10-11, 1.54
2017-10-10, 1.54
2017-10-09, Bank holiday
2017-10-06, 1.54
2017-10-05, 1.51
2017-10-04, 1.52
2017-10-03, 1.52
2017-10-02, 1.52
2017-09-29, 1.51
2017-09-28, 1.53
2017-09-27, 1.57
2017-09-26, 1.59
2017-09-25, 1.58
2017-09-22, 1.59
2017-09-21, 1.58
2017-09-20, 1.56
2017-09-19, 1.54
2017-09-18, 1.56
2017-09-15, 1.59
2017-09-14, 1.57
2017-09-13, 1.55
2017-09-12, 1.54
2017-09-11, 1.54
2017-09-08, 1.52
2017-09-07, 1.47
2017-09-06, 1.44
2017-09-05, 1.35
2017-09-04, Bank holiday
2017-09-01, 1.32
2017-08-31, 1.26
2017-08-30, 1.22
2017-08-29, 1.22
2017-08-28, 1.25
2017-08-25, 1.25
2017-08-24, 1.25
2017-08-23, 1.24
2017-08-22, 1.25
2017-08-21, 1.23
2017-08-18, 1.23
2017-08-17, 1.22
2017-08-16, 1.22
2017-08-15, 1.23
2017-08-14, 1.21
2017-08-11, 1.20
2017-08-10, 1.21
2017-08-09, 1.23
2017-08-08, 1.25
2017-08-07, Bank holiday
2017-08-04, 1.23
2017-08-03, 1.23
2017-08-02, 1.24
2017-08-01, 1.25
2017-07-31, 1.30
2017-07-28, 1.31
2017-07-27, 1.28
2017-07-26, 1.27
2017-07-25, 1.31
2017-07-24, 1.26
2017-07-21, 1.24
2017-07-20, 1.23
2017-07-19, 1.24
2017-07-18, 1.21
2017-07-17, 1.21
2017-07-14, 1.21
2017-07-13, 1.24
2017-07-12, 1.21
2017-07-11, 1.14
2017-07-10, 1.16
2017-07-07, 1.18
2017-07-06, 1.15
2017-07-05, 1.14
2017-07-04, 1.14
2017-07-03, Bank holiday
2017-06-30, 1.10
2017-06-29, 1.09
2017-06-28, 1.05
2017-06-27, 0.97
2017-06-26, 0.91
2017-06-23, 0.91
2017-06-22, 0.93
2017-06-21, 0.91
2017-06-20, 0.91
2017-06-19, 0.94
2017-06-16, 0.90
2017-06-15, 0.91
2017-06-14, 0.88
2017-06-13, 0.91
2017-06-12, 0.82
2017-06-09, 0.74
2017-06-08, 0.71
2017-06-07, 0.71
2017-06-06, 0.71
2017-06-05, 0.71
2017-06-02, 0.69
2017-06-01, 0.69
2017-05-31, 0.69
2017-05-30, 0.69
2017-05-29, 0.70
2017-05-26, 0.70
2017-05-25, 0.71
2017-05-24, 0.71
2017-05-23, 0.68
2017-05-22, Bank holiday
2017-05-19, 0.67
2017-05-18, 0.66
2017-05-17, 0.65
2017-05-16, 0.69
2017-05-15, 0.69
2017-05-12, 0.67
2017-05-11, 0.70
2017-05-10, 0.71
2017-05-09, 0.71
2017-05-08, 0.69
2017-05-05, 0.67
2017-05-04, 0.68
2017-05-03, 0.69
2017-05-02, 0.67
2017-05-01, 0.70
2017-04-28, 0.70
2017-04-27, 0.72
2017-04-26, 0.72
2017-04-25, 0.74
2017-04-24, 0.72
2017-04-21, 0.70
2017-04-20, 0.72
2017-04-19, 0.71
2017-04-18, 0.70
2017-04-17, 0.74
2017-04-14, Bank holiday
2017-04-13, 0.73
2017-04-12, 0.74
2017-04-11, 0.73
2017-04-10, 0.76
2017-04-07, 0.76
2017-04-06, 0.73
2017-04-05, 0.72
2017-04-04, 0.74
2017-04-03, 0.74
2017-03-31, 0.75
2017-03-30, 0.74
2017-03-29, 0.73
2017-03-28, 0.74
2017-03-27, 0.73
2017-03-24, 0.75
2017-03-23, 0.77
2017-03-22, 0.77
2017-03-21, 0.79
2017-03-20, 0.79
2017-03-17, 0.80
2017-03-16, 0.81
2017-03-15, 0.80
2017-03-14, 0.85
2017-03-13, 0.86
2017-03-10, 0.84
2017-03-09, 0.82
2017-03-08, 0.81
2017-03-07, 0.79
2017-03-06, 0.76
2017-03-03, 0.76
2017-03-02, 0.77
2017-03-01, 0.73
2017-02-28, 0.71
2017-02-27, 0.73
2017-02-24, 0.72
2017-02-23, 0.73
2017-02-22, 0.75
2017-02-21, 0.75
2017-02-20, Bank holiday
2017-02-17, 0.74
2017-02-16, 0.76
2017-02-15, 0.78
2017-02-14, 0.76
2017-02-13, 0.75
2017-02-10, 0.74
2017-02-09, 0.72
2017-02-08, 0.69
2017-02-07, 0.71
2017-02-06, 0.70
2017-02-03, 0.74
2017-02-02, 0.73
2017-02-01, 0.72
2017-01-31, 0.72
2017-01-30, 0.74
2017-01-27, 0.75
2017-01-26, 0.76
2017-01-25, 0.76
2017-01-24, 0.74
2017-01-23, 0.71
2017-01-20, 0.73
2017-01-19, 0.74
2017-01-18, 0.72
2017-01-17, 0.73
2017-01-16, 0.75
2017-01-13, 0.75
2017-01-12, 0.73
2017-01-11, 0.73
2017-01-10, 0.73
2017-01-09, 0.73
2017-01-06, 0.74
2017-01-05, 0.71
2017-01-04, 0.74
2017-01-03, 0.75
2017-01-02, Bank holiday
2016-12-30, 0.73
2016-12-29, 0.75
2016-12-28, 0.76
2016-12-27, Bank holiday
2016-12-26, Bank holiday
2016-12-23, 0.78
2016-12-22, 0.81
2016-12-21, 0.81
2016-12-20, 0.81
2016-12-19, 0.78
2016-12-16, 0.80
2016-12-15, 0.80
2016-12-14, 0.79
2016-12-13, 0.75
2016-12-12, 0.74
2016-12-09, 0.73
2016-12-08, 0.71
2016-12-07, 0.69
2016-12-06, 0.71
2016-12-05, 0.73
2016-12-02, 0.73
